Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],A-AtomicNumber,A-AtomicMass,A-NumberofNeutrons,A-NumberofProtons,A-NumberofElectrons,A-Period,A-Group,A-AtomicRadius,A-Electronegativity,A-FirstIonization,A-Density,A-MeltingPoint,A-BoilingPoint,A-NumberOfIsotopes,A-SpecificHeat,A-NumberofShells,B-AtomicNumber,B-AtomicMass,B-NumberofNeutrons,B-NumberofProtons,B-NumberofElectrons,B-Period,B-Group,B-Electronegativity,B-FirstIonization,B-Density,B-MeltingPoint,B-BoilingPoint,B-NumberOfIsotopes,B-SpecificHeat,B-NumberofShells,Vacancy energy [eV/O atom]
InMoO3,In,Mo,FALSE,1,5,0.92,0.61,cubic,-1.703,0.204,0,12.755,0,3.995,3.995,3.995,90,90,90,49,114.818,66,49,49,5,13,2,1.78,5.7864,7.31,429.91,2345,34,0.233,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.26
IrMoO3,Ir,Mo,FALSE,3,3,0.68,0.69,cubic,-0.548,1.182,0.431,11.944,0,3.909,3.909,3.909,90,90,90,77,192.217,115,77,77,6,9,1.9,2.2,8.967,22.6,2716.15,4701,25,0.131,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,1.436
KMoO3,K,Mo,FALSE,1,5,1.64,0.61,rhombohedral,-2.247,0.032,0,12.235,0,5.572,5.572,5.572,60,60,60,19,39.098,20,19,19,4,1,2.8,0.82,4.3407,0.862,336.5,1032,10,0.757,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,5.02
LaMoO3,La,Mo,FALSE,3,3,1.36,0.69,orthorhombic,-2.681,0.21,0.388,13.065,0,5.543,5.903,7.987,90,90,90,57,138.905,82,57,57,6,3,2.7,1.1,5.5769,6.15,1193.15,3737,19,0.195,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.435
LiMoO3,Li,Mo,FALSE,1,5,0.92,0.61,rhombohedral,-2.232,0.09,-0.001,10.278,0,5.369,5.369,5.369,57.3,57.3,57.3,3,6.941,4,3,3,2,1,2.1,0.98,5.3917,0.534,453.85,1615,5,3.582,2,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.169
LuMoO3,Lu,Mo,FALSE,3,3,1.03,0.69,cubic,-2.143,0.808,0.002,12.264,0,3.943,3.943,3.943,90,90,90,71,174.967,104,71,71,6,,2.3,1.27,5.4259,9.84,1936.15,3675,22,0.154,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,1.071
MgMoO3,Mg,Mo,FALSE,2,4,0.89,0.65,cubic,-1.924,0.597,0.001,11.972,0,3.912,3.912,3.912,90,90,90,12,24.305,12,12,12,3,2,1.7,1.31,7.6462,1.74,923.15,1363,8,1.023,3,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.429
MnMoO3,Mn,Mo,FALSE,2,4,0.96,0.65,orthorhombic,-1.971,0.193,1.167,10.964,0,5.288,5.43,7.637,90,90,90,25,54.938,30,25,25,4,7,1.8,1.55,7.434,7.44,1519.15,2334,11,0.479,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.603
Mo2O3,Mo,Mo,FALSE,3,3,0.69,0.69,cubic,-0.959,0.98,0.861,12.207,0,3.937,3.937,3.937,90,90,90,42,95.96,54,42,42,5,6,2,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,2.276
NaMoO3,Na,Mo,FALSE,1,5,1.39,0.61,cubic,-2.251,0.013,0,11.739,0,3.886,3.886,3.886,90,90,90,11,22.99,12,11,11,3,1,2.2,0.93,5.1391,0.971,371.15,1156,7,1.228,3,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.698
NbMoO3,Nb,Mo,FALSE,2,4,0.79,0.65,cubic,-1.169,1.136,0.561,12.128,0,3.929,3.929,3.929,90,90,90,41,92.906,52,41,41,5,5,2.1,1.6,6.7589,8.57,2741.15,5017,24,0.265,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,0.994
NdMoO3,Nd,Mo,FALSE,2,4,1.35,0.65,orthorhombic,-2.612,0.212,0.575,12.936,0,5.511,5.905,7.95,90,90,90,60,144.242,84,60,60,6,,2.6,1.14,5.525,7.01,1289.15,3347,16,0.19,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,2.722
NiMoO3,Ni,Mo,FALSE,2,4,0.69,0.65,cubic,-1.063,0.743,0.214,11.429,0,3.852,3.852,3.852,90,90,90,28,58.693,31,28,28,4,10,1.6,1.91,7.6398,8.91,1726.15,3186,11,0.444,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,0.705
NpMoO3,Np,Mo,FALSE,element not in BV,element not in BV,0.98,0.62,orthorhombic,-2.568,0.304,0.922,12.707,0,5.374,6.019,7.857,90,90,90,93,237,144,93,93,7,,,1.36,6.2657,20.5,913.15,4273,153,,7,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,2.474
OsMoO3,Os,Mo,FALSE,element not in BV,element not in BV,0.57,0.62,cubic,-0.36,1.371,0.687,12.07,0,3.922,3.922,3.922,90,90,90,76,190.23,114,76,76,6,8,1.9,2.2,8.4382,22.6,3300.15,5285,19,0.13,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,0.921
PaMoO3,Pa,Mo,FALSE,element not in BV,element not in BV,0.95,0.62,cubic,-1.715,0.79,0.366,12.961,0,4.017,4.017,4.017,90,90,90,91,231.036,140,91,91,7,,,1.5,5.89,15.4,1873.15,4300,14,,7,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,-
PbMoO3,Pb,Mo,FALSE,2,4,1.49,0.65,tetragonal,-1.751,0.137,0,12.931,0,3.999,3.999,4.043,90,90,90,82,207.2,125,82,82,6,14,1.8,2.33,7.4167,11.3,600.75,2022,29,0.129,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.758
PdMoO3,Pd,Mo,FALSE,2,4,0.86,0.65,orthorhombic,-1.322,0.408,-0.055,11.176,0,5.258,5.581,7.617,90,90,90,46,106.42,60,46,46,5,10,1.8,2.2,8.3369,12,1825.15,3236,21,0.244,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.431
PmMoO3,Pm,Mo,FALSE,element not in BV,element not in BV,1.14,0.62,orthorhombic,-2.631,0.177,0.588,12.787,0,5.489,5.893,7.907,90,90,90,61,145,84,61,61,6,,2.6,1.13,5.582,7.26,1204.15,3273,14,,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,2.505
PrMoO3,Pr,Mo,FALSE,3,3,1.18,0.69,orthorhombic,-2.596,0.189,0.549,13.072,0,5.531,5.928,7.974,90,90,90,59,140.908,82,59,59,6,,2.7,1.13,5.473,6.77,1204.15,3793,15,0.193,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,2.939
PtMoO3,Pt,Mo,FALSE,element not in BV,element not in BV,0.67,0.62,cubic,-0.859,0.871,0.137,11.937,0,3.908,3.908,3.908,90,90,90,78,195.084,117,78,78,6,10,1.8,2.28,8.9587,21.5,2045.15,4098,32,0.133,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,2.928
PuMoO3,Pu,Mo,FALSE,element not in BV,element not in BV,0.96,0.62,orthorhombic,-2.607,0.179,1.002,12.506,0,5.443,5.879,7.817,90,90,90,94,244,150,94,94,7,,,1.28,6.0262,19.8,913.15,3501,163,,7,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.94
RbMoO3,Rb,Mo,FALSE,1,5,1.72,0.61,rhombohedral,-2.143,0.13,0,12.656,0,5.636,5.636,5.636,60,60,60,37,85.468,48,37,37,5,1,3,0.82,4.1771,1.53,312.79,961,20,0.363,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.668
ReMoO3,Re,Mo,FALSE,not balanced,not balanced,0.57,0.62,cubic,-0.446,1.359,0.957,12.312,0,3.948,3.948,3.948,90,90,90,75,186.207,111,75,75,6,7,2,1.9,7.8335,21,3453.15,5869,21,0.137,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,-0.751
RhMoO3,Rh,Mo,FALSE,3,3,0.67,0.69,cubic,-1.034,0.697,0.396,11.844,0,3.898,3.898,3.898,90,90,90,45,102.906,58,45,45,5,9,1.8,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.479
RuMoO3,Ru,Mo,FALSE,2,4,0.68,0.65,cubic,-0.9,0.83,0.624,11.961,0,3.911,3.911,3.911,90,90,90,44,101.07,57,44,44,5,8,1.9,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.405
SbMoO3,Sb,Mo,FALSE,3,3,0.76,0.69,cubic,-1.292,0.527,0,12.693,0,3.989,3.989,3.989,90,90,90,51,121.76,71,51,51,5,15,1.5,2.05,8.6084,6.69,904.05,1860,29,0.207,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,2.864
ScMoO3,Sc,Mo,FALSE,1,5,0.87,0.61,cubic,-2.047,0.826,0.17,11.995,0,3.914,3.914,3.914,90,90,90,21,44.956,24,21,21,4,3,2.1,1.36,6.5615,2.99,1812.15,3109,15,0.568,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,1.521
SiMoO3,Si,Mo,FALSE,2,4,0.4,0.65,cubic,-1.243,1.248,0.001,12.067,0,3.922,3.922,3.922,90,90,90,14,28.086,14,14,14,3,14,1.5,1.9,8.1517,2.33,1683.15,3538,8,0.705,3,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.585
SmMoO3,Sm,Mo,FALSE,2,4,1.32,0.65,orthorhombic,-2.637,0.204,0.591,12.69,0,5.47,5.883,7.887,90,90,90,62,150.36,88,62,62,6,,2.6,1.17,5.6437,7.52,1345.15,2067,17,0.197,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,2.336
SnMoO3,Sn,Mo,FALSE,2,4,0.81,0.65,orthorhombic,-1.681,0.227,0.003,12.669,0,5.584,5.658,8.02,90,90,90,50,118.71,69,50,50,5,14,1.7,1.96,7.3439,7.29,505.21,2875,28,0.228,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.32
SrMoO3,Sr,Mo,TRUE,2,4,1.44,0.65,orthorhombic,-2.611,0.026,0.001,12.645,0,5.632,5.635,7.968,90,90,90,38,87.62,50,38,38,5,2,2.5,0.95,5.6949,2.64,1042.15,1655,18,0.301,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,5.296
TaMoO3,Ta,Mo,FALSE,1,5,0.74,0.61,cubic,-0.874,1.64,0.52,12.056,0,3.921,3.921,3.921,90,90,90,73,180.948,108,73,73,6,5,2.1,1.5,7.5496,16.7,3269.15,5731,19,0.14,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,-2.235
TbMoO3,Tb,Mo,FALSE,1,5,1.1,0.61,cubic,-2.173,0.583,0.004,12.366,0,3.954,3.954,3.954,90,90,90,65,158.925,94,65,65,6,,2.5,1.2,5.8638,8.23,1630.15,3503,24,0.182,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,1.824
TcMoO3,Tc,Mo,FALSE,element not in BV,element not in BV,0.6,0.62,cubic,-0.972,0.831,0.891,12.171,0,3.933,3.933,3.933,90,90,90,43,98,55,43,43,5,7,2,1.9,7.28,11.5,2473.15,5150,23,,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.431
TeMoO3,Te,Mo,FALSE,2,4,0.97,0.65,cubic,-1.078,0.652,0.013,12.801,0,4,4,4,90,90,90,52,127.6,76,52,52,5,16,1.4,2.1,9.0096,6.23,722.8,1261,29,0.202,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,2.382
ThMoO3,Th,Mo,FALSE,4,2,1.21,0.65,cubic,-2.309,0.88,0.01,12.816,0,4.002,4.002,4.002,90,90,90,90,232.038,142,90,90,7,,,1.3,6.3067,11.7,2028.15,5061,12,0.113,7,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,1.416
TiMoO3,Ti,Mo,FALSE,2,4,0.86,0.65,cubic,-1.638,0.954,0.433,11.878,0,3.902,3.902,3.902,90,90,90,22,47.867,26,22,22,4,4,2,1.54,6.8281,4.54,1933.15,3560,9,0.523,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,-
TlMoO3,Tl,Mo,FALSE,1,5,1.7,0.61,cubic,-1.74,0.145,0,12.788,0,3.999,3.999,3.999,90,90,90,81,204.383,123,81,81,6,13,2.1,2.04,6.1082,11.9,577.15,1746,28,0.129,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.161
TmMoO3,Tm,Mo,FALSE,2,4,1.09,0.65,cubic,-2.195,0.74,0.004,12.268,0,3.944,3.944,3.944,90,90,90,69,168.934,100,69,69,6,,2.4,1.25,6.1843,9.32,1818.15,2223,18,0.16,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,1.26
UMoO3,U,Mo,FALSE,3,3,1.03,0.69,cubic,-2.307,0.631,0.621,12.796,0,4,4,4,90,90,90,92,238.029,146,92,92,7,,,1.38,6.1941,19,1405.15,4404,15,0.116,7,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,2.262
VMoO3,V,Mo,FALSE,2,4,0.79,0.65,cubic,-1.616,0.668,0.662,11.929,0,3.907,3.907,3.907,90,90,90,23,50.942,28,23,23,4,5,1.9,1.63,6.7462,6.11,2175.15,3680,9,0.489,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.127
WMoO3,W,Mo,FALSE,3,3,0.66,0.69,cubic,-0.494,1.463,0.798,12.221,0,3.939,3.939,3.939,90,90,90,74,183.84,110,74,74,6,6,2,2.36,7.864,19.3,3680.15,5828,22,0.132,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,-2.432
YMoO3,Y,Mo,FALSE,3,3,1.08,0.69,cubic,-2.285,0.618,0.006,12.384,0,3.956,3.956,3.956,90,90,90,39,88.906,50,39,39,5,3,2.3,1.22,6.2173,4.47,1799.15,3609,21,0.298,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,1.87
YbMoO3,Yb,Mo,FALSE,2,4,1.14,0.65,orthorhombic,-2.758,-0.062,0.072,11.478,0,5.329,5.605,7.685,90,90,90,70,173.054,103,70,70,6,,2.4,1.1,6.2542,6.97,1097.15,1469,16,0.155,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.233
ZnMoO3,Zn,Mo,FALSE,2,4,0.9,0.65,orthorhombic,-1.746,0.221,0.4,10.706,0,5.262,5.266,7.728,90,90,90,30,65.38,35,30,30,4,12,1.5,1.65,9.3942,7.13,692.88,1180,15,0.388,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.816
ZrMoO3,Zr,Mo,FALSE,1,5,0.89,0.61,cubic,-1.674,1.152,0.283,12.107,0,3.927,3.927,3.927,90,90,90,40,91.224,51,40,40,5,4,2.2,1.33,6.6339,6.51,2125.15,4682,20,0.278,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,0.236
AcNaO3,Ac,Na,FALSE,element not in BV,element not in BV,1.12,1.02,cubic,-1.826,0.544,0.4,13.679,0,4.09,4.09,4.09,90,90,90,89,227,138,89,89,7,3,,1.1,5.17,10.1,1323.15,3471,11,0.12,7,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-
AgNaO3,Ag,Na,FALSE,not balanced,not balanced,1.28,1.02,cubic,0.624,1.373,-,13.092,0,4.03,4.03,4.03,90,90,90,47,107.868,61,47,47,5,11,1.8,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-9.782
AlNaO3,Al,Na,FALSE,not balanced,not balanced,0.54,1.02,orthorhombic,-1.971,0.321,-,11.427,2.09,5.461,5.978,7.002,90,90,90,13,26.982,14,13,13,3,13,1.8,1.61,5.9858,2.7,933.4,2792,8,0.897,3,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-11.819
AsNaO3,As,Na,FALSE,not balanced,not balanced,0.52,1.02,orthorhombic,-1.63,0.131,-,12.895,2.122,5.116,5.131,9.824,90,90,90,33,74.922,42,33,33,4,15,1.3,2.18,9.7886,5.78,1090.15,887,14,0.329,4,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-9.344
AuNaO3,Au,Na,FALSE,element not in BV,element not in BV,0.93,1.02,cubic,0.83,1.636,-,12.753,0,3.995,3.995,3.995,90,90,90,79,196.967,118,79,79,6,11,1.8,2.54,9.2255,19.3,1337.73,3129,21,0.129,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-10.045
BNaO3,B,Na,FALSE,not balanced,not balanced,0.27,1.02,cubic,1.582,3.622,-,12.965,0,4.017,4.017,4.017,90,90,90,5,10.811,6,5,5,2,13,1.2,2.04,8.298,2.34,2573.15,4200,6,1.026,2,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-14.748
BaNaO3,Ba,Na,FALSE,not balanced,not balanced,1.61,1.02,cubic,-1.066,0.739,-,15.119,0,4.228,4.228,4.228,90,90,90,56,137.327,81,56,56,6,2,2.8,0.89,5.2117,3.59,1002.15,2170,25,0.204,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-1.796
BeNaO3,Be,Na,FALSE,not balanced,not balanced,0.45,1.02,cubic,0.749,2.562,-,11.924,0,3.907,3.907,3.907,90,90,90,4,9.012,5,4,4,2,2,1.4,1.57,9.3227,1.85,1560.15,2742,6,1.825,2,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-6.244
BiNaO3,Bi,Na,FALSE,not balanced,not balanced,1.38,1.02,orthorhombic,-1.275,0.18,-,13.664,0.609,5.133,5.479,9.717,90,90,90,83,208.98,126,83,83,6,15,1.6,2.02,7.2856,9.81,544.67,1837,19,0.122,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-5.244
CaNaO3,Ca,Na,FALSE,not balanced,not balanced,1.34,1.02,orthorhombic,-1.689,0.215,-,13.855,0,6.134,6.254,7.223,90,90,90,20,40.078,20,20,20,4,2,2.2,1,6.1132,1.54,1112.15,1757,14,0.647,4,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-
CdNaO3,Cd,Na,FALSE,not balanced,not balanced,1.31,1.02,cubic,0.149,1.27,-,12.815,0,4.002,4.002,4.002,90,90,90,48,112.411,64,48,48,5,12,1.7,1.69,8.9938,8.69,594.33,1040,22,0.232,5,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-4.163
CeNaO3,Ce,Na,FALSE,not balanced,not balanced,1.24,1.02,cubic,-1.629,0.711,0.4,12.951,0,4.016,4.016,4.016,90,90,90,58,140.116,82,58,58,6,,2.7,1.12,5.5387,6.77,1071.15,3716,19,0.192,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-1.66
CoNaO3,Co,Na,FALSE,not balanced,not balanced,0.9,1.02,rhombohedral,-1.013,0.289,0.4,12.852,1.249,5.75,5.75,5.75,58.1,58.1,58.1,27,58.933,32,27,27,4,9,1.7,1.88,7.881,8.86,1768.15,3200,14,0.421,4,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-10.09
CrNaO3,Cr,Na,FALSE,5,1,0.57,1.02,orthorhombic,-1.835,0.178,0.199,12.402,1.077,5.219,5.228,9.089,90,90,90,24,51.996,28,24,24,4,6,1.9,1.66,6.7665,7.15,2130.15,2944,9,0.449,4,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-8.454
CsNaO3,Cs,Na,FALSE,not balanced,not balanced,1.88,1.02,cubic,-0.06,1.116,-,17.112,0,4.406,4.406,4.406,90,90,90,55,132.905,78,55,55,6,1,3.3,0.79,3.8939,1.87,301.7,944,22,0.242,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-2.711
CuNaO3,Cu,Na,FALSE,not balanced,not balanced,0.68,1.02,cubic,0.744,1.752,-,12.732,0,3.993,3.993,3.993,90,90,90,29,63.546,35,29,29,4,11,1.6,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-11.78
DyNaO3,Dy,Na,FALSE,not balanced,not balanced,1.08,1.02,cubic,-1.441,1.064,0.399,12.005,0,3.915,3.915,3.915,90,90,90,66,162.5,97,66,66,6,,2.5,1.22,5.9389,8.55,1680.15,2840,21,0.17,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-2.833
ErNaO3,Er,Na,FALSE,not balanced,not balanced,1.06,1.02,cubic,-1.392,1.151,0.4,11.886,0,3.902,3.902,3.902,90,90,90,68,167.259,99,68,68,6,,2.5,1.24,6.1077,9.07,1795.15,3503,16,0.168,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-3.038
EuNaO3,Eu,Na,FALSE,not balanced,not balanced,1.48,1.02,orthorhombic,-1.751,0.234,0,12.024,0,5.995,6.293,6.374,90,90,90,63,151.964,89,63,63,6,,2.6,1.2,5.6704,5.24,1095.15,1802,21,0.182,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-2.046
FeNaO3,Fe,Na,FALSE,not balanced,not balanced,0.85,1.02,orthorhombic,-1.22,0.262,0.6,12.519,0.614,5.286,5.41,8.756,90,90,90,26,55.845,30,26,26,4,8,1.7,1.83,7.9024,7.87,1808.15,3134,10,0.449,4,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-
GaNaO3,Ga,Na,FALSE,not balanced,not balanced,0.62,1.02,orthorhombic,-1.39,0.326,-,12.016,1.633,5.574,6.025,7.156,90,90,90,31,69.723,39,31,31,4,13,1.8,1.81,5.9993,5.91,302.91,2477,14,0.371,4,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-10.839
GdNaO3,Gd,Na,FALSE,not balanced,not balanced,1.11,1.02,cubic,-1.489,0.996,0.4,12.166,0,3.933,3.933,3.933,90,90,90,64,157.25,93,64,64,6,,2.5,1.2,6.1501,7.9,1585.15,3546,17,0.236,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-2.569
GeNaO3,Ge,Na,FALSE,not balanced,not balanced,0.63,1.02,orthorhombic,-1.604,0.211,-,12.24,0.38,5.082,5.579,8.635,90,90,90,32,72.64,41,32,32,4,14,1.5,2.01,7.8994,5.32,1211.45,3106,17,0.32,4,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-10.571
HfNaO3,Hf,Na,FALSE,not balanced,not balanced,0.83,1.02,orthorhombic,-2.654,0.182,0.019,13.094,0,5.15,5.273,9.644,90,90,90,72,178.49,106,72,72,6,4,2.2,1.3,6.8251,13.3,2500.15,4876,17,0.144,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-5.152
HgNaO3,Hg,Na,FALSE,not balanced,not balanced,1.14,1.02,cubic,0.467,1.275,-,13.277,0,4.049,4.049,4.049,90,90,90,80,200.59,121,80,80,6,12,1.8,2,10.4375,13.5,234.43,630,26,0.14,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-8.197
HoNaO3,Ho,Na,FALSE,not balanced,not balanced,1.12,1.02,cubic,-1.417,1.1,0.399,11.957,0,3.91,3.91,3.91,90,90,90,67,164.93,98,67,67,6,,2.5,1.23,6.0215,8.8,1743.15,2993,29,0.165,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-2.92
InNaO3,In,Na,FALSE,not balanced,not balanced,0.92,1.02,cubic,-0.019,1.537,-,12.437,0,3.962,3.962,3.962,90,90,90,49,114.818,66,49,49,5,13,2,1.78,5.7864,7.31,429.91,2345,34,0.233,5,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-7.727
IrNaO3,Ir,Na,FALSE,not balanced,not balanced,0.63,1.02,rhombohedral,-1.08,0.252,0.4,14.392,0.499,5.91,5.91,5.91,59.4,59.4,59.4,77,192.217,115,77,77,6,9,1.9,2.2,8.967,22.6,2716.15,4701,25,0.131,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-15.784
KNaO3,K,Na,FALSE,not balanced,not balanced,1.64,1.02,cubic,-0.069,1.113,-,15.205,0,4.236,4.236,4.236,90,90,90,19,39.098,20,19,19,4,1,2.8,0.82,4.3407,0.862,336.5,1032,10,0.757,4,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-2.431
LaNaO3,La,Na,FALSE,not balanced,not balanced,1.36,1.02,cubic,-1.717,0.719,0.4,12.973,0,4.018,4.018,4.018,90,90,90,57,138.905,82,57,57,6,3,2.7,1.1,5.5769,6.15,1193.15,3737,19,0.195,6,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-1.697
LiNaO3,Li,Na,FALSE,not balanced,not balanced,0.92,1.02,orthorhombic,-1.096,0.179,-,10.622,0,4.695,5.985,7.561,90,90,90,3,6.941,4,3,3,2,1,2.1,0.98,5.3917,0.534,453.85,1615,5,3.582,2,11,22.99,12,11,11,3,1,0.93,5.1391,0.971,371.15,1156,7,1.228,3,-11.799
